name,full_name,position,weight,birth_date,birth_place,retired,teams,player_id,season,total_games,games_started,minutes_played,fg,fga,fgp,fg2,fg2a,fg2p,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,height_inches
Nate DeLong,Nathan John DeLong Jr.,C,220.0,1926-01-05,"Chippewa Falls, Wisconsin",True,[],1026,1951-52,17.0,,132.0,5.5,11.5,0.476,,,,6.5,9.5,0.686,,,8.5,3.8,,,,12.8,17.5,78
George Dempsey,George P. Dempsey,G,190.0,1929-07-19,"Philadelphia, Pennsylvania",True,[],1030,1958-59,57.0,,694.0,4.8,11.2,0.428,,,,4.2,5.5,0.764,,,8.3,3.5,,,,4.9,13.7,74
George Dempsey,George P. Dempsey,G,190.0,1929-07-19,"Philadelphia, Pennsylvania",True,[],1030,1956-57,71.0,,1147.0,4.2,9.5,0.444,,,,1.7,3.2,0.539,,,7.9,4.3,,,,3.4,10.1,74
George Dempsey,George P. Dempsey,G,190.0,1929-07-19,"Philadelphia, Pennsylvania",True,[],1030,1954-55,48.0,,1387.0,3.3,9.3,0.353,,,,2.5,3.7,0.695,,,6.1,4.5,,,,3.7,9.1,74
George Dempsey,George P. Dempsey,G,190.0,1929-07-19,"Philadelphia, Pennsylvania",True,[],1030,1955-56,72.0,,1444.0,3.1,6.6,0.475,,,,2.2,3.5,0.633,,,6.6,5.1,,,,3.6,8.5,74
George Dempsey,George P. Dempsey,G,190.0,1929-07-19,"Philadelphia, Pennsylvania",True,[],1030,1957-58,67.0,,1048.0,3.8,10.7,0.36,,,,2.4,3.6,0.667,,,7.4,4.4,,,,3.9,10.1,74
Blaine Denning,Blaine Denning,G,175.0,1930-09-19,"Fulton, Kentucky",True,[],1033,1952-53,1.0,,9.0,8.0,20.0,0.4,,,,4.0,4.0,1.0,,,16.0,0.0,,,,12.0,20.0,74
Randy Denton,Randall Drew Denton,C,240.0,1949-02-18,"Raleigh, North Carolina",True,[1],1035,1976-77,45.0,,700.0,5.3,13.2,0.402,5.3,13.2,0.402,1.7,2.4,0.702,4.2,7.0,11.2,1.7,0.7,0.8,,5.1,12.3,82
Rod Derline,Rodney G. Derline,G,175.0,1952-03-11,"Elma, Washington",True,[],1037,1975-76,49.0,,339.0,7.8,19.2,0.403,,,,4.8,5.9,0.804,0.8,2.0,2.9,2.8,1.2,0.1,,2.3,20.3,72
Rod Derline,Rodney G. Derline,G,175.0,1952-03-11,"Elma, Washington",True,[],1037,1974-75,58.0,,666.0,7.7,17.9,0.428,,,,2.3,3.0,0.768,0.6,2.5,3.2,2.4,1.2,0.2,,2.5,17.7,72
Dave Deutsch,David Deutsch,G,170.0,1945-05-13,"Brooklyn, New York",True,[],1040,1966-67,19.0,,93.0,2.3,13.9,0.167,,,,3.5,7.7,0.45,,,8.1,5.8,,,,6.6,8.1,73
Corky Devlin,Walter James Devlin,G,195.0,1931-12-21,New Jersey,True,[],1041,1955-56,69.0,,1535.0,4.7,12.7,0.37,,,,3.4,4.5,0.76,,,4.0,3.2,,,,2.8,12.8,77
Corky Devlin,Walter James Devlin,G,195.0,1931-12-21,New Jersey,True,[],1041,1957-58,70.0,,1248.0,4.9,14.1,0.348,,,,3.8,5.0,0.773,,,3.8,4.8,,,,3.0,13.6,77
Corky Devlin,Walter James Devlin,G,195.0,1931-12-21,New Jersey,True,[],1041,1956-57,71.0,,1242.0,5.5,14.6,0.378,,,,2.8,4.1,0.678,,,4.2,4.1,,,,3.3,13.8,77
Henry Dickerson,Henry Dickerson,G,190.0,1951-11-27,"Berkley, West Virginia",True,"[9, 1]",1051,1975-76,17.0,,112.0,2.9,9.3,0.31,,,,3.2,5.1,0.625,1.0,0.0,1.0,2.6,0.6,0.3,,5.5,9.0,76
Henry Dickerson,Henry Dickerson,G,190.0,1951-11-27,"Berkley, West Virginia",True,"[9, 1]",1051,1976-77,6.0,,63.0,3.4,6.9,0.5,,,,2.9,4.6,0.625,0.0,1.1,1.1,6.3,0.6,0.0,,7.4,9.7,76
Derrek Dickey,Derrek Dickey,F,218.0,1951-03-20,"Cincinnati, Ohio",True,"[10, 5]",1054,1974-75,80.0,,1859.0,5.3,11.0,0.482,,,,1.3,1.9,0.667,3.7,7.0,10.7,2.4,1.0,0.4,,3.9,11.9,79
Derrek Dickey,Derrek Dickey,F,218.0,1951-03-20,"Cincinnati, Ohio",True,"[10, 5]",1054,1975-76,79.0,,1207.0,6.6,14.1,0.465,,,,1.8,2.4,0.785,3.4,7.0,10.4,2.5,0.8,0.3,,4.2,15.0,79
Derrek Dickey,Derrek Dickey,F,218.0,1951-03-20,"Cincinnati, Ohio",True,"[10, 5]",1054,1977-78,47.0,,493.0,6.4,14.5,0.439,,,,2.2,2.6,0.833,2.6,4.5,7.1,1.5,1.0,0.3,2.9,4.1,14.9,79
Derrek Dickey,Derrek Dickey,F,218.0,1951-03-20,"Cincinnati, Ohio",True,"[10, 5]",1054,1976-77,49.0,,856.0,6.6,14.5,0.458,,,,1.9,2.6,0.738,4.2,5.9,10.1,2.6,0.8,0.5,,4.2,15.2,79
Derrek Dickey,Derrek Dickey,F,218.0,1951-03-20,"Cincinnati, Ohio",True,"[10, 5]",1054,1973-74,66.0,,930.0,4.5,9.0,0.494,,,,2.0,2.6,0.773,4.8,8.4,13.1,2.1,0.7,0.6,,4.3,10.9,79
Dick Dickey,Richard Lea Dickey,G,175.0,1926-10-26,"Grant County, Indiana",True,[],1055,1951-52,45.0,,440.0,3.3,11.1,0.294,,,,3.8,5.6,0.681,,,6.6,4.1,,,,6.5,10.4,73
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1965-66,57.0,,782.0,6.2,14.8,0.416,,,,2.3,3.8,0.61,,,11.3,2.0,,,,5.2,14.6,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1966-67,77.0,,1905.0,5.5,13.8,0.399,,,,2.5,3.4,0.744,,,11.4,3.0,,,,4.7,13.5,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1958-59,64.0,,726.0,5.2,14.4,0.362,,,,4.1,6.9,0.593,,,11.6,1.7,,,,7.3,14.5,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1969-70,76.0,,2448.0,7.7,18.3,0.419,,,,3.4,4.5,0.752,,,9.2,2.5,,,,4.0,18.7,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1963-64,76.0,,1286.0,5.3,14.4,0.372,,,,3.2,4.7,0.675,,,11.8,1.4,,,,6.2,13.9,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1959-60,71.0,,1119.0,6.2,16.9,0.365,,,,3.5,6.0,0.574,,,14.7,1.7,,,,5.4,15.8,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1964-65,68.0,,1294.0,6.1,15.0,0.405,,,,2.8,4.7,0.595,,,12.1,2.0,,,,4.6,14.9,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1970-71,54.0,,737.0,6.1,15.7,0.388,,,,3.0,4.3,0.685,,,11.4,2.9,,,,5.6,15.2,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1968-69,82.0,,2540.0,7.7,17.5,0.443,,,,3.4,4.5,0.762,,,10.5,3.1,,,,4.3,18.9,81
Connie Dierking,Conrad William Dierking,C-F,222.0,1936-10-02,"Brooklyn, New York",True,[],1059,1967-68,81.0,,2637.0,7.4,15.9,0.467,,,,3.2,4.2,0.765,,,10.5,2.6,,,,4.3,18.1,81
Coby Dietrick,Coby Joseph Dietrick,C-F,220.0,1948-07-23,"Riverside, California",True,[5],1060,1978-79,76.0,,1487.0,5.1,9.7,0.523,5.1,9.7,0.523,1.9,2.4,0.798,2.1,5.5,7.6,4.8,1.7,0.9,2.2,5.0,12.0,82
Coby Dietrick,Coby Joseph Dietrick,C-F,220.0,1948-07-23,"Riverside, California",True,[5],1060,1976-77,82.0,,1772.0,5.8,12.6,0.46,5.8,12.6,0.46,2.4,3.4,0.717,2.3,5.3,7.6,3.0,1.8,1.2,,5.4,14.0,82
Coby Dietrick,Coby Joseph Dietrick,C-F,220.0,1948-07-23,"Riverside, California",True,[5],1060,1977-78,79.0,,1876.0,4.8,10.4,0.46,4.8,10.4,0.46,1.7,2.2,0.781,1.4,5.5,6.9,4.2,1.6,1.1,2.8,4.4,11.3,82
Ernie DiGregorio,Ernest DiGregorio,G,180.0,1951-01-15,"North Providence, Rhode Island",True,"[2, 14]",1061,1976-77,81.0,,2267.0,5.8,13.9,0.417,,,,2.2,2.3,0.945,0.8,2.1,2.9,6.0,0.9,0.0,,2.4,13.8,72
Ernie DiGregorio,Ernest DiGregorio,G,180.0,1951-01-15,"North Providence, Rhode Island",True,"[2, 14]",1061,1977-78,52.0,,606.0,5.2,12.4,0.421,,,,1.7,2.0,0.848,0.4,2.6,3.0,8.1,1.1,0.1,5.5,2.6,12.1,72
Ernie DiGregorio,Ernest DiGregorio,G,180.0,1951-01-15,"North Providence, Rhode Island",True,"[2, 14]",1061,1974-75,31.0,,712.0,5.2,11.8,0.44,,,,1.8,2.3,0.778,0.3,2.0,2.3,7.6,1.0,0.0,,3.1,12.2,72
Ernie DiGregorio,Ernest DiGregorio,G,180.0,1951-01-15,"North Providence, Rhode Island",True,"[2, 14]",1061,1975-76,67.0,,1364.0,4.8,12.5,0.384,,,,2.3,2.5,0.915,0.4,2.6,3.0,7.0,1.0,0.0,,4.2,11.9,72
Ernie DiGregorio,Ernest DiGregorio,G,180.0,1951-01-15,"North Providence, Rhode Island",True,"[2, 14]",1061,1973-74,81.0,,2910.0,6.6,15.6,0.421,,,,2.2,2.4,0.902,0.6,2.1,2.7,8.2,0.7,0.1,,3.0,15.3,72
Jackie Dinkins,Jackie Dinkins,F,210.0,1950-01-22,,True,[],1068,1971-72,18.0,,89.0,6.9,16.6,0.415,,,,4.4,8.1,0.55,,,8.1,2.8,,,,4.0,18.2,77
Bill Dinwiddie,William E. Dinwiddie,F,220.0,1943-07-15,,True,"[2, 17]",1070,1970-71,61.0,,717.0,6.2,16.5,0.375,,,,2.7,3.7,0.73,,,10.5,1.7,,,,4.5,15.1,79
Bill Dinwiddie,William E. Dinwiddie,F,220.0,1943-07-15,,True,"[2, 17]",1070,1971-72,23.0,,144.0,4.0,14.2,0.281,,,,1.2,2.3,0.556,,,8.0,2.3,,,,5.7,9.2,79
Bill Dinwiddie,William E. Dinwiddie,F,220.0,1943-07-15,,True,"[2, 17]",1070,1968-69,69.0,,1028.0,4.3,12.3,0.352,,,,1.6,3.0,0.517,,,8.5,1.9,,,,5.1,10.3,79
Bill Dinwiddie,William E. Dinwiddie,F,220.0,1943-07-15,,True,"[2, 17]",1070,1967-68,67.0,,871.0,5.8,14.8,0.394,,,,2.6,4.2,0.608,,,9.8,1.3,,,,5.0,14.2,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1971-72,79.0,,2062.0,5.2,10.0,0.514,,,,2.7,3.5,0.78,,,5.9,1.6,,,,5.0,13.0,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1963-64,80.0,,2816.0,7.7,15.6,0.496,,,,5.8,7.5,0.776,,,8.5,2.0,,,,4.1,21.2,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1969-70,75.0,,1754.0,7.0,13.3,0.526,,,,3.6,4.9,0.722,,,7.6,2.2,,,,4.4,17.6,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1964-65,80.0,,2698.0,7.6,15.4,0.493,,,,4.3,5.7,0.755,,,6.4,2.6,,,,3.4,19.4,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1972-73,63.0,,970.0,6.0,12.5,0.476,,,,2.4,3.6,0.667,,,7.1,3.8,,,,4.6,14.3,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1968-69,75.0,,1456.0,6.5,12.7,0.515,,,,3.2,4.4,0.73,,,8.0,2.3,,,,5.7,16.3,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1962-63,57.0,,2294.0,8.2,16.1,0.512,,,,6.3,8.2,0.77,,,7.2,2.7,,,,3.0,22.8,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1970-71,65.0,,1855.0,5.9,11.0,0.535,,,,3.1,4.1,0.763,,,6.6,2.2,,,,3.7,14.9,79
Terry Dischinger,Terry Gilbert Dischinger,F-G,189.0,1940-11-21,"Terre Haute, Indiana",True,"[9, 25]",1074,1967-68,78.0,,1936.0,7.3,14.8,0.494,,,,4.4,5.8,0.762,,,9.0,2.1,,,,4.6,19.1,79
Fred Diute,Fred Homer Diute,G,210.0,1929-01-09,"Binghamton, New York",True,[],1075,1954-55,7.0,,72.0,1.0,10.5,0.095,,,,3.5,6.0,0.583,,,6.5,2.0,,,,6.0,5.5,75
Bob Donham,Robert E. Donham,G-F,190.0,1926-10-11,"Hammond, Indiana",True,[],1085,1951-52,66.0,,1980.0,3.7,7.5,0.487,,,,2.7,5.3,0.509,,,6.0,4.1,,,,4.1,10.0,74
Bob Donham,Robert E. Donham,G-F,190.0,1926-10-11,"Hammond, Indiana",True,[],1085,1952-53,71.0,,1435.0,4.2,8.9,0.479,,,,2.8,6.0,0.471,,,6.0,3.8,,,,5.3,11.3,74
Bob Donham,Robert E. Donham,G-F,190.0,1926-10-11,"Hammond, Indiana",True,[],1085,1953-54,68.0,,1451.0,3.5,7.8,0.448,,,,2.9,5.3,0.554,,,6.6,4.6,,,,5.8,9.9,74
Jacky Dorsey,Jacky Dorsey,F,230.0,1954-12-18,"Atlanta, Georgia",True,"[11, 8, 25]",1089,1978-79,20.0,,108.0,8.0,14.3,0.558,8.0,14.3,0.558,2.7,5.3,0.5,4.0,3.7,7.7,0.7,0.3,0.7,2.7,8.3,18.7,79
Jacky Dorsey,Jacky Dorsey,F,230.0,1954-12-18,"Atlanta, Georgia",True,"[11, 8, 25]",1089,1977-78,11.0,,88.0,4.9,12.7,0.387,4.9,12.7,0.387,4.1,6.5,0.625,4.5,7.8,12.3,2.0,0.8,1.2,2.5,7.0,13.9,79
Leon Douglas,Leon Douglas,C-F,230.0,1954-08-26,"Leighton, Alabama",True,[9],1098,1977-78,79.0,,1993.0,5.8,12.0,0.481,5.8,12.0,0.481,4.0,6.2,0.641,3.3,7.2,10.5,2.0,1.0,0.9,3.6,5.3,15.6,82
Leon Douglas,Leon Douglas,C-F,230.0,1954-08-26,"Leighton, Alabama",True,[9],1098,1978-79,78.0,,2215.0,5.6,11.3,0.49,5.6,11.3,0.49,3.4,5.3,0.634,4.0,6.8,10.8,1.2,0.6,0.9,3.1,5.2,14.5,82
Leon Douglas,Leon Douglas,C-F,230.0,1954-08-26,"Leighton, Alabama",True,[9],1098,1976-77,82.0,,1626.0,5.4,11.3,0.479,5.4,11.3,0.479,2.8,5.1,0.555,4.0,7.6,11.6,1.5,1.0,1.8,,6.5,13.7,82
Sonny Dove,Lloyd Dove,F,198.0,1945-08-16,"Brooklyn, New York",True,[9],1103,1968-69,29.0,,236.0,7.2,15.3,0.47,7.2,15.3,0.47,3.7,5.5,0.667,,,9.5,1.8,,,,7.5,18.0,79
Sonny Dove,Lloyd Dove,F,198.0,1945-08-16,"Brooklyn, New York",True,[9],1103,1967-68,28.0,,162.0,4.9,16.7,0.293,4.9,16.7,0.293,2.7,5.8,0.462,,,11.6,2.4,,,,6.0,12.4,79
Steve Downing,Steve Downing,C,225.0,1950-09-09,"Indianapolis, Indiana",True,[],1107,1974-75,3.0,,9.0,0.0,8.0,0.0,,,,0.0,8.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,0.0,0.0,80
Steve Downing,Steve Downing,C,225.0,1950-09-09,"Indianapolis, Indiana",True,[],1107,1973-74,24.0,,137.0,5.5,16.8,0.328,,,,5.8,10.0,0.579,3.7,6.6,10.2,2.9,1.3,0.0,,8.7,16.8,80
Danny Doyle,Daniel F. Doyle,F,200.0,1940-02-06,"Long Island City, New York",True,[],1108,1962-63,4.0,,25.0,8.6,17.3,0.5,,,,5.8,7.2,0.8,,,11.5,4.3,,,,5.8,23.0,80
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1975-76,77.0,,2351.0,9.0,17.9,0.502,9.0,17.9,0.502,7.5,10.0,0.744,4.4,5.7,10.1,2.3,2.1,0.5,,4.0,25.4,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1978-79,79.0,,2410.0,9.7,20.5,0.473,9.7,20.5,0.473,7.4,10.1,0.731,3.4,4.4,7.8,1.8,1.9,0.2,3.2,5.0,26.8,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1977-78,70.0,,2203.0,9.7,20.2,0.48,9.7,20.2,0.48,7.1,9.4,0.76,3.5,4.9,8.4,2.3,1.9,0.4,3.4,4.0,26.5,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1974-75,78.0,,2289.0,8.3,19.3,0.428,8.3,19.3,0.428,6.1,8.6,0.713,5.6,7.5,13.1,2.2,1.9,0.6,,4.3,22.7,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1976-77,74.0,,2688.0,9.2,19.0,0.487,9.2,19.0,0.487,5.5,7.7,0.714,3.7,5.3,9.0,1.8,1.4,0.4,,3.7,24.0,78
Terry Driscoll,Edward Cuthbert Driscoll Jr.,F,215.0,1947-08-28,"Winthrop, Massachusetts",True,"[17, 9]",1121,1972-73,60.0,,964.0,5.2,12.2,0.428,5.2,12.2,0.428,1.6,2.3,0.694,,,11.2,2.1,,,,5.4,12.1,79
Terry Driscoll,Edward Cuthbert Driscoll Jr.,F,215.0,1947-08-28,"Winthrop, Massachusetts",True,"[17, 9]",1121,1971-72,40.0,,313.0,4.6,12.0,0.385,4.6,12.0,0.385,3.1,4.5,0.692,,,12.5,2.6,,,,6.1,12.3,79
Terry Driscoll,Edward Cuthbert Driscoll Jr.,F,215.0,1947-08-28,"Winthrop, Massachusetts",True,"[17, 9]",1121,1973-74,64.0,,697.0,4.5,9.7,0.471,4.5,9.7,0.471,1.5,2.4,0.652,3.8,6.5,10.3,2.8,1.1,0.8,,6.2,10.6,79
Terry Driscoll,Edward Cuthbert Driscoll Jr.,F,215.0,1947-08-28,"Winthrop, Massachusetts",True,"[17, 9]",1121,1974-75,11.0,,52.0,2.1,9.0,0.231,2.1,9.0,0.231,0.7,1.4,0.5,4.8,6.2,11.1,2.1,0.7,0.0,,4.8,4.8,79
Terry Driscoll,Edward Cuthbert Driscoll Jr.,F,215.0,1947-08-28,"Winthrop, Massachusetts",True,"[17, 9]",1121,1970-71,69.0,,1255.0,3.8,9.1,0.415,3.8,9.1,0.415,3.1,4.4,0.701,,,11.5,1.5,,,,6.1,10.7,79
Dick Duckett,Richard J. Duckett,G,185.0,1933-03-25,"Brooklyn, New York",True,[],1125,1957-58,34.0,,424.0,4.6,13.4,0.342,,,,2.0,2.3,0.889,,,4.8,4.0,,,,5.1,11.2,73
Charles Dudley,Charles Dudley,G,180.0,1950-03-05,"Harrisburg, Pennsylvania",True,"[10, 5]",1127,1975-76,82.0,,1456.0,4.5,8.5,0.528,,,,3.9,6.1,0.641,2.8,3.9,6.7,5.9,1.9,0.0,,4.2,12.9,74
Charles Dudley,Charles Dudley,G,180.0,1950-03-05,"Harrisburg, Pennsylvania",True,"[10, 5]",1127,1974-75,67.0,,756.0,4.9,10.3,0.47,,,,3.3,4.6,0.722,2.9,4.0,6.9,4.9,1.9,0.1,,5.0,13.0,74
Charles Dudley,Charles Dudley,G,180.0,1950-03-05,"Harrisburg, Pennsylvania",True,"[10, 5]",1127,1976-77,79.0,,1682.0,4.7,9.0,0.523,,,,2.8,4.3,0.635,2.5,3.8,6.3,7.4,1.4,0.1,,3.6,12.2,74
Charles Dudley,Charles Dudley,G,180.0,1950-03-05,"Harrisburg, Pennsylvania",True,"[10, 5]",1127,1977-78,78.0,,1660.0,2.8,5.4,0.51,,,,3.0,4.2,0.708,1.9,4.4,6.2,8.9,1.5,0.0,3.5,3.9,8.5,74
Charles Dudley,Charles Dudley,G,180.0,1950-03-05,"Harrisburg, Pennsylvania",True,"[10, 5]",1127,1978-79,43.0,,684.0,2.4,6.6,0.36,,,,1.5,2.2,0.667,1.3,3.2,4.5,6.1,1.7,0.1,3.4,4.3,6.2,74
Charles Dudley,Charles Dudley,G,180.0,1950-03-05,"Harrisburg, Pennsylvania",True,"[10, 5]",1127,1972-73,12.0,,99.0,3.6,8.4,0.435,,,,5.1,5.8,0.875,,,2.2,5.8,,,,5.5,12.4,74
Bob Duffy,Robert Joseph Duffy,G,185.0,1940-09-26,"Cold Spring, New York",True,"[9, 20]",1132,1962-63,42.0,,435.0,5.5,14.4,0.379,,,,1.8,3.2,0.564,,,3.2,6.9,,,,3.5,12.7,75
Bob Duffy,Robert Joseph Duffy,G,185.0,1940-09-26,"Cold Spring, New York",True,"[9, 20]",1132,1963-64,48.0,,662.0,5.1,12.5,0.41,,,,2.4,3.5,0.677,,,3.3,4.3,,,,2.6,12.6,75
Bob Duffy,Robert Joseph Duffy,G,185.0,1940-09-26,"Cold Spring, New York",True,"[9, 20]",1132,1964-65,4.0,,26.0,5.5,15.2,0.364,,,,8.3,9.7,0.857,,,5.5,6.9,,,,5.5,19.4,75
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1958-59,72.0,,2338.0,4.9,13.9,0.352,,,,4.6,7.0,0.657,,,14.8,1.0,,,,5.1,14.4,84
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1960-61,73.0,,2044.0,5.0,12.4,0.405,,,,4.9,7.0,0.703,,,18.1,2.4,,,,5.5,15.0,84
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1955-56,60.0,,1290.0,4.2,10.3,0.403,,,,4.7,6.6,0.708,,,12.4,1.1,,,,5.9,13.0,84
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1962-63,62.0,,913.0,3.3,10.1,0.325,,,,4.0,5.4,0.737,,,14.2,2.2,,,,7.2,10.5,84
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1961-62,77.0,,1896.0,4.9,12.3,0.396,,,,3.9,5.5,0.715,,,15.2,2.4,,,,6.2,13.7,84
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1956-57,71.0,,1866.0,4.4,12.1,0.364,,,,5.1,7.4,0.689,,,15.3,1.0,,,,5.3,13.9,84
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1957-58,72.0,,2184.0,4.6,13.1,0.349,,,,4.1,6.0,0.675,,,15.7,0.9,,,,5.1,13.2,84
Walter Dukes,Walter F. Dukes,C,220.0,1930-06-23,"Rochester, New York",True,"[9, 20]",1135,1959-60,66.0,,2140.0,5.3,14.7,0.361,,,,6.3,8.5,0.74,,,14.9,1.3,,,,5.2,16.9,84
Mike Dunleavy,Michael Joseph Dunleavy Sr.,G,180.0,1954-03-21,"Brooklyn, New York",True,"[11, 27, 17, 23]",1142,1976-77,32.0,,359.0,6.0,14.5,0.414,6.0,14.5,0.414,3.4,4.5,0.756,1.0,2.4,3.4,5.6,1.3,0.2,,6.4,15.4,75
Mike Dunleavy,Michael Joseph Dunleavy Sr.,G,180.0,1954-03-21,"Brooklyn, New York",True,"[11, 27, 17, 23]",1142,1977-78,15.0,,119.0,6.1,15.1,0.4,6.1,15.1,0.4,3.9,5.4,0.722,0.3,2.7,3.0,8.5,2.7,0.3,3.6,3.6,16.0,75
Mike Dunleavy,Michael Joseph Dunleavy Sr.,G,180.0,1954-03-21,"Brooklyn, New York",True,"[11, 27, 17, 23]",1142,1978-79,74.0,,1486.0,5.2,10.3,0.506,5.2,10.3,0.506,3.9,4.5,0.864,0.7,2.4,3.1,7.8,1.4,0.1,3.1,4.1,14.3,75
Pat Dunn,Patrick L. Dunn,G,170.0,1931-03-17,,True,[],1145,1957-58,28.0,,206.0,4.9,15.7,0.311,,,,2.4,3.0,0.824,,,5.4,4.9,,,,3.5,12.2,74
T.R. Dunn,Theodore Roosevelt Dunn,G-F,192.0,1955-02-01,"Birmingham, Alabama",True,"[8, 25, 24]",1146,1977-78,63.0,,768.0,4.7,11.3,0.417,4.7,11.3,0.417,1.7,2.6,0.661,3.0,3.9,6.9,2.1,2.2,0.4,1.6,3.5,11.1,76
T.R. Dunn,Theodore Roosevelt Dunn,G-F,192.0,1955-02-01,"Birmingham, Alabama",True,"[8, 25, 24]",1146,1978-79,80.0,,1828.0,4.8,10.8,0.448,4.8,10.8,0.448,2.4,3.1,0.772,2.9,3.9,6.8,2.0,1.7,0.5,1.8,3.3,12.1,76
Ken Durrett,Kenneth L. Durrett,F,190.0,1948-12-08,"Pittsburgh, Pennsylvania",True,[23],1153,1972-73,8.0,,65.0,4.4,11.6,0.381,,,,3.3,4.4,0.75,,,7.8,1.7,,,,8.9,12.2,79
Ken Durrett,Kenneth L. Durrett,F,190.0,1948-12-08,"Pittsburgh, Pennsylvania",True,[23],1153,1973-74,45.0,,462.0,6.7,13.7,0.489,,,,3.3,5.4,0.609,2.2,3.9,6.1,1.5,1.0,0.4,,5.3,16.7,79
Ken Durrett,Kenneth L. Durrett,F,190.0,1948-12-08,"Pittsburgh, Pennsylvania",True,[23],1153,1971-72,19.0,,233.0,4.8,12.2,0.392,,,,3.2,4.3,0.75,,,6.0,2.2,,,,6.3,12.8,79
Ken Durrett,Kenneth L. Durrett,F,190.0,1948-12-08,"Pittsburgh, Pennsylvania",True,[23],1153,1974-75,48.0,,445.0,5.4,13.4,0.404,,,,2.5,4.2,0.596,2.8,5.4,8.3,1.5,0.7,0.6,,5.8,13.3,79
Dennis DuVal,Dennis DuVal,G,175.0,1952-03-31,"Westbury, New York",True,[1],1154,1974-75,37.0,,137.0,6.3,17.1,0.369,,,,3.2,4.7,0.667,2.1,3.9,6.0,3.7,4.2,0.5,,8.9,15.8,75
Dennis DuVal,Dennis DuVal,G,175.0,1952-03-31,"Westbury, New York",True,[1],1154,1975-76,13.0,,130.0,4.2,11.9,0.349,,,,1.7,2.5,0.667,0.3,1.9,2.2,5.5,1.7,0.6,,4.2,10.0,75
Gene Dyker,Eugene Walter Dyker,F,225.0,1930-02-17,"Chicago, Illinois",True,[],1158,1953-54,11.0,,91.0,2.4,10.3,0.231,,,,1.6,3.2,0.5,,,6.3,2.0,,,,8.3,6.3,78
