name,full_name,position,weight,birth_date,birth_place,retired,teams,player_id,season,total_games,games_started,minutes_played,fg,fga,fgp,fg3,fg3a,fg3p,fg2,fg2a,fg2p,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pf,pts,team_name,height_inches
Sherman Douglas,Sherman Douglas,G,180.0,1966-09-15,"Washington, District of Columbia",True,"[2, 16, 3, 17, 13]",1099,1995-96,79.0,66.0,2335.0,5.3,10.6,0.504,0.6,1.7,0.364,4.7,8.9,0.53,2.5,3.4,0.731,0.8,1.9,2.8,6.7,1.0,0.1,3.0,2.5,13.7,Retired,72
Sherman Douglas,Sherman Douglas,G,180.0,1966-09-15,"Washington, District of Columbia",True,"[2, 16, 3, 17, 13]",1099,1998-99,30.0,19.0,842.0,4.1,9.4,0.438,0.0,0.5,0.0,4.1,8.9,0.462,2.4,3.7,0.632,0.7,1.8,2.5,5.3,1.2,0.1,2.6,2.3,10.6,Retired,72
Sherman Douglas,Sherman Douglas,G,180.0,1966-09-15,"Washington, District of Columbia",True,"[2, 16, 3, 17, 13]",1099,1993-94,78.0,78.0,2789.0,5.5,11.9,0.462,0.2,0.7,0.232,5.3,11.1,0.477,2.3,3.6,0.641,0.9,1.6,2.5,8.8,1.1,0.1,3.0,2.2,13.4,Retired,72
Sherman Douglas,Sherman Douglas,G,180.0,1966-09-15,"Washington, District of Columbia",True,"[2, 16, 3, 17, 13]",1099,1992-93,79.0,36.0,1932.0,4.9,9.9,0.498,0.1,0.5,0.207,4.8,9.3,0.515,1.6,2.8,0.56,1.2,1.8,3.0,9.5,0.9,0.2,3.0,3.1,11.5,Retired,72
Sherman Douglas,Sherman Douglas,G,180.0,1966-09-15,"Washington, District of Columbia",True,"[2, 16, 3, 17, 13]",1099,2000-01,59.0,7.0,1094.0,4.0,10.0,0.403,0.3,1.3,0.2,3.8,8.7,0.433,2.8,3.8,0.748,0.7,1.7,2.4,4.7,1.2,0.1,2.6,3.1,11.1,Retired,72
Sherman Douglas,Sherman Douglas,G,180.0,1966-09-15,"Washington, District of Columbia",True,"[2, 16, 3, 17, 13]",1099,1989-90,81.0,66.0,2470.0,6.7,13.7,0.494,0.1,0.5,0.161,6.7,13.2,0.505,3.3,4.8,0.687,1.0,2.0,3.0,9.0,2.1,0.1,3.6,2.7,16.8,Retired,72
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2010-11,81.0,9.0,1971.0,5.7,13.8,0.416,2.6,7.0,0.373,3.1,6.8,0.46,1.6,2.0,0.794,1.2,3.3,4.5,4.5,1.6,0.1,1.6,3.2,15.6,Retired,74
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2014-15,12.0,0.0,177.0,3.9,10.4,0.373,1.0,3.7,0.278,2.8,6.7,0.424,1.6,2.6,0.615,0.4,4.1,4.5,4.9,2.2,0.8,2.0,4.1,10.4,Retired,74
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2016-17,24.0,0.0,394.0,3.9,10.7,0.368,0.6,3.8,0.167,3.3,6.9,0.48,2.2,2.6,0.828,1.2,4.4,5.6,5.1,1.6,0.5,1.9,4.6,10.7,Retired,74
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2011-12,38.0,9.0,656.0,5.2,15.9,0.324,1.5,6.4,0.231,3.7,9.5,0.387,1.2,1.4,0.846,0.9,3.1,4.0,4.2,1.6,0.1,3.1,3.0,13.0,Retired,74
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2009-10,56.0,12.0,1087.0,5.9,12.9,0.458,2.3,5.8,0.389,3.7,7.2,0.514,1.8,2.3,0.809,1.3,2.3,3.6,3.7,1.4,0.1,1.8,3.8,15.9,Retired,74
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2015-16,61.0,18.0,1262.0,5.2,12.7,0.411,2.3,5.8,0.399,2.9,6.9,0.421,2.4,2.8,0.848,0.7,3.4,4.1,4.5,2.0,0.1,1.8,3.7,15.1,Retired,74
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2012-13,71.0,0.0,1289.0,5.3,13.0,0.403,2.3,6.0,0.38,3.0,7.0,0.424,2.1,2.3,0.905,0.9,2.9,3.9,4.2,2.0,0.1,2.3,4.0,14.9,Retired,74
Toney Douglas,Toney Bernard Douglas,G,195.0,1986-03-16,"Jonesboro, Georgia",True,"[20, 11, 16, 10, 15, 26]",1100,2013-14,51.0,17.0,675.0,3.9,10.1,0.384,1.7,5.4,0.304,2.2,4.7,0.477,1.3,1.8,0.735,1.0,3.7,4.6,3.6,1.0,0.3,1.8,4.3,10.8,Retired,74
Chris Douglas-Roberts,Chris Douglas-Roberts,G,200.0,1987-01-08,"Detroit, Michigan",True,"[3, 4, 17, 13, 7]",1101,2009-10,67.0,38.0,1730.0,5.3,11.9,0.445,0.3,1.1,0.259,5.0,10.8,0.464,2.8,3.3,0.847,0.9,3.2,4.1,1.9,1.1,0.4,2.0,2.1,13.7,Retired,79
Chris Douglas-Roberts,Chris Douglas-Roberts,G,200.0,1987-01-08,"Detroit, Michigan",True,"[3, 4, 17, 13, 7]",1101,2013-14,49.0,8.0,1016.0,3.9,8.9,0.44,1.8,4.7,0.386,2.1,4.3,0.5,2.3,2.9,0.805,0.6,3.6,4.2,1.8,1.0,0.6,1.3,2.2,12.0,Retired,79
Chris Douglas-Roberts,Chris Douglas-Roberts,G,200.0,1987-01-08,"Detroit, Michigan",True,"[3, 4, 17, 13, 7]",1101,2012-13,6.0,0.0,63.0,2.9,8.0,0.357,0.0,2.3,0.0,2.9,5.7,0.5,4.0,5.7,0.7,0.0,2.9,2.9,2.3,1.1,0.0,0.6,2.3,9.7,Retired,79
Chris Douglas-Roberts,Chris Douglas-Roberts,G,200.0,1987-01-08,"Detroit, Michigan",True,"[3, 4, 17, 13, 7]",1101,2014-15,12.0,0.0,103.0,1.7,7.3,0.238,0.3,2.4,0.143,1.4,4.9,0.286,2.8,2.8,1.0,0.3,3.8,4.2,1.4,0.3,0.0,0.0,4.9,6.6,Retired,79
Chris Douglas-Roberts,Chris Douglas-Roberts,G,200.0,1987-01-08,"Detroit, Michigan",True,"[3, 4, 17, 13, 7]",1101,2008-09,44.0,3.0,585.0,5.0,10.8,0.46,0.2,0.7,0.25,4.8,10.1,0.476,3.1,3.8,0.823,0.9,2.2,3.1,3.2,0.7,0.4,1.9,2.1,13.3,Retired,79
Chris Douglas-Roberts,Chris Douglas-Roberts,G,200.0,1987-01-08,"Detroit, Michigan",True,"[3, 4, 17, 13, 7]",1101,2010-11,44.0,12.0,884.0,4.8,11.1,0.429,0.6,1.9,0.326,4.2,9.2,0.449,3.0,3.6,0.831,0.3,3.3,3.6,2.0,1.2,0.5,1.4,3.0,13.2,Retired,79
Sekou Doumbouya,Sekou Oumar Doumbouya,F,209.0,2000-12-23,"Conakry, Guinea",False,[9],1102,2019-20,30.0,18.0,605.0,4.5,11.5,0.394,1.5,4.9,0.305,3.0,6.6,0.459,1.6,2.4,0.675,1.0,5.1,6.1,0.8,1.0,0.4,1.9,3.8,12.1,Detroit Pistons,80
Zabian Dowdell,Zabian Dowdell,G,191.0,1984-09-10,"Pahokee, Florida",True,[],1105,2010-11,24.0,0.0,292.0,6.3,15.4,0.408,0.4,1.2,0.3,5.9,14.2,0.417,2.0,2.1,0.941,0.6,1.8,2.5,6.3,2.5,0.2,3.6,3.7,14.9,Retired,75
Milton Doyle,Milton Doyle,G,185.0,1993-10-31,"Chicago, Illinois",True,[],1109,2017-18,10.0,0.0,125.0,3.7,13.5,0.277,1.2,6.6,0.174,2.6,6.9,0.375,1.2,2.3,0.5,0.9,4.3,5.2,2.9,1.7,0.6,0.6,3.7,9.8,Retired,76
PJ Dozier,Perry Dozier Jr.,G,205.0,1996-10-25,"Columbia, South Carolina",False,"[8, 2, 21]",1110,2018-19,6.0,0.0,51.0,5.6,14.8,0.381,1.4,5.6,0.25,4.2,9.2,0.462,0.7,1.4,0.5,4.2,7.8,12.0,3.5,1.4,0.0,0.0,1.4,13.4,Denver Nuggets,78
PJ Dozier,Perry Dozier Jr.,G,205.0,1996-10-25,"Columbia, South Carolina",False,"[8, 2, 21]",1110,2019-20,15.0,0.0,221.0,5.5,13.5,0.41,1.1,4.2,0.269,4.4,9.3,0.474,1.1,1.8,0.636,0.8,4.1,4.9,4.2,1.1,0.8,1.8,4.4,13.4,Denver Nuggets,78
PJ Dozier,Perry Dozier Jr.,G,205.0,1996-10-25,"Columbia, South Carolina",False,"[8, 2, 21]",1110,2017-18,2.0,0.0,3.0,12.0,24.0,0.5,0.0,0.0,0.0,12.0,24.0,0.5,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,24.0,Denver Nuggets,78
Terry Dozier,Terry Linnard Dozier,F,210.0,1966-06-29,"Baltimore, Maryland",True,[],1111,1989-90,9.0,0.0,92.0,3.5,10.6,0.333,0.0,0.4,0.0,3.5,10.2,0.346,1.6,3.1,0.5,2.7,3.1,5.9,1.2,2.3,0.8,2.7,3.9,8.6,Retired,81
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2011-12,66.0,28.0,1752.0,5.7,12.3,0.462,1.4,4.2,0.337,4.3,8.2,0.525,3.1,3.9,0.805,1.1,2.4,3.5,7.2,1.7,0.2,3.2,3.4,15.9,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2018-19,36.0,22.0,991.0,6.5,15.7,0.413,2.1,6.0,0.348,4.4,9.8,0.454,2.9,3.7,0.782,0.7,3.3,4.0,6.3,1.1,0.2,2.6,2.9,17.9,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2016-17,73.0,73.0,2459.0,7.8,16.5,0.475,1.7,4.2,0.405,6.1,12.2,0.499,4.4,5.5,0.79,0.9,3.2,4.1,6.2,1.3,0.2,3.1,2.9,21.7,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2014-15,78.0,78.0,2640.0,6.8,13.7,0.501,1.2,3.5,0.347,5.6,10.1,0.555,2.5,3.2,0.774,1.1,2.6,3.7,4.8,1.1,0.2,2.4,2.7,17.4,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2015-16,72.0,72.0,2363.0,6.4,13.3,0.477,1.0,3.1,0.312,5.4,10.2,0.527,1.8,2.5,0.727,0.8,3.4,4.2,6.4,1.1,0.3,2.8,2.9,15.5,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2008-09,55.0,1.0,728.0,4.4,11.1,0.393,1.0,2.7,0.37,3.4,8.4,0.4,2.5,3.2,0.769,1.6,3.5,5.1,5.5,1.4,0.1,3.6,4.3,12.2,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2017-18,75.0,75.0,2378.0,7.3,16.3,0.45,1.7,4.5,0.37,5.6,11.7,0.481,3.3,4.1,0.801,0.8,3.8,4.6,5.4,1.0,0.2,2.5,2.7,19.6,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2009-10,80.0,2.0,1442.0,5.5,12.3,0.452,1.8,4.7,0.394,3.7,7.6,0.488,2.9,4.0,0.736,0.9,3.3,4.3,6.0,1.2,0.2,3.1,3.3,15.9,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2019-20,44.0,1.0,1244.0,6.9,15.5,0.447,2.9,7.4,0.388,4.1,8.1,0.5,3.8,5.1,0.76,0.6,3.2,3.8,6.4,0.8,0.2,3.2,2.3,20.5,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2012-13,77.0,77.0,2581.0,5.6,12.6,0.443,1.2,3.8,0.319,4.4,8.8,0.497,3.4,4.5,0.748,0.8,2.5,3.3,7.9,1.7,0.4,3.0,3.0,15.8,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2013-14,76.0,75.0,2668.0,7.4,14.7,0.505,1.6,4.0,0.408,5.8,10.7,0.542,4.3,5.6,0.76,0.9,2.4,3.3,6.0,1.4,0.3,2.9,2.8,20.8,Miami Heat,75
Goran Dragić,Goran Dragić,G,190.0,1986-05-06,"Ljubljana, Slovenia",False,"[24, 16, 11]",1112,2010-11,70.0,5.0,1234.0,5.6,12.9,0.435,1.6,4.5,0.361,4.0,8.3,0.476,2.4,3.9,0.624,1.1,3.1,4.1,6.0,1.5,0.3,3.4,3.6,15.3,Miami Heat,75
Zoran Dragić,Zoran Dragić,G-F,200.0,1989-06-22,"Ljubljana, Slovenia",True,"[16, 24]",1113,2014-15,16.0,1.0,75.0,5.3,14.4,0.367,1.4,6.7,0.214,3.8,7.7,0.5,1.4,2.4,0.6,2.4,1.4,3.8,2.4,1.0,0.0,2.4,2.9,13.4,Retired,77
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1996-97,40.0,3.0,389.0,3.1,6.8,0.459,0.1,0.1,1.0,3.1,6.8,0.452,1.0,2.5,0.407,1.8,5.3,7.0,1.0,0.7,0.6,0.8,6.0,7.4,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1990-91,73.0,42.0,1031.0,3.4,6.8,0.505,0.0,0.1,0.0,3.4,6.7,0.51,2.2,3.7,0.6,2.3,6.6,8.9,1.8,0.8,1.0,2.0,6.2,9.0,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1993-94,54.0,19.0,685.0,2.7,5.5,0.5,0.1,0.1,1.0,2.7,5.4,0.495,1.4,2.0,0.711,2.5,6.5,8.9,1.6,0.8,1.3,2.3,8.4,6.9,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1991-92,60.0,23.0,509.0,3.0,6.2,0.494,0.1,0.1,1.0,3.0,6.1,0.488,2.1,2.8,0.75,1.6,5.2,6.8,1.8,0.7,1.1,2.2,8.7,8.3,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1992-93,43.0,0.0,239.0,2.9,8.7,0.328,0.0,0.6,0.0,2.9,8.1,0.352,1.2,2.3,0.533,3.9,6.0,9.9,1.2,0.8,1.2,1.4,9.0,6.9,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1986-87,24.0,0.0,128.0,4.5,10.4,0.432,0.0,0.0,0.0,4.5,10.4,0.432,2.8,3.4,0.833,3.4,8.7,12.1,2.0,0.6,0.6,2.0,11.8,11.8,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1994-95,58.0,3.0,483.0,3.1,7.6,0.412,0.0,0.0,0.0,3.1,7.6,0.412,1.9,3.1,0.634,2.4,6.3,8.6,1.6,0.4,1.6,1.9,8.0,8.2,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1987-88,20.0,0.0,74.0,3.9,8.3,0.471,0.0,0.0,0.0,3.9,8.3,0.471,8.8,12.6,0.692,1.5,6.8,8.3,2.4,1.0,1.9,5.4,9.2,16.5,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1989-90,49.0,0.0,307.0,2.3,6.2,0.377,0.0,0.0,0.0,2.3,6.2,0.377,2.9,4.0,0.735,2.5,7.7,10.2,0.9,0.5,1.6,2.2,8.1,7.6,Retired,85
Greg Dreiling,Gregory Alan Dreiling,C,250.0,1962-11-07,"Wichita, Kansas",True,"[12, 7, 6]",1114,1988-89,53.0,4.0,396.0,3.9,7.0,0.558,0.0,0.0,0.0,3.9,7.0,0.558,3.9,5.8,0.672,3.5,4.8,8.4,1.6,0.5,1.0,3.5,9.1,11.7,Retired,85
Bryce Drew,Bryce Homer Drew,G,185.0,1974-09-21,"Baton Rouge, Louisiana",True,"[11, 5, 19]",1115,1998-99,34.0,0.0,441.0,3.8,10.5,0.364,1.3,4.0,0.327,2.5,6.5,0.388,0.7,0.7,1.0,0.2,2.4,2.6,4.2,1.0,0.3,2.5,5.0,9.6,Retired,74
Bryce Drew,Bryce Homer Drew,G,185.0,1974-09-21,"Baton Rouge, Louisiana",True,"[11, 5, 19]",1115,2002-03,13.0,0.0,79.0,3.6,12.3,0.296,1.4,3.2,0.429,2.3,9.1,0.25,0.0,0.0,0.0,1.8,4.1,5.9,5.0,0.9,0.0,1.4,0.9,8.7,Retired,74
Bryce Drew,Bryce Homer Drew,G,185.0,1974-09-21,"Baton Rouge, Louisiana",True,"[11, 5, 19]",1115,2000-01,48.0,41.0,1305.0,3.4,9.0,0.379,1.1,2.9,0.381,2.3,6.1,0.378,0.4,0.5,0.737,0.3,1.6,1.9,5.1,0.9,0.1,1.9,2.7,8.3,Retired,74
Bryce Drew,Bryce Homer Drew,G,185.0,1974-09-21,"Baton Rouge, Louisiana",True,"[11, 5, 19]",1115,2003-04,15.0,0.0,78.0,1.8,8.3,0.222,0.5,3.2,0.143,1.4,5.1,0.273,1.4,1.4,1.0,0.0,2.8,2.8,6.0,1.8,0.0,3.7,0.5,5.5,Retired,74
Bryce Drew,Bryce Homer Drew,G,185.0,1974-09-21,"Baton Rouge, Louisiana",True,"[11, 5, 19]",1115,2001-02,61.0,0.0,774.0,3.6,8.5,0.429,1.4,3.4,0.425,2.2,5.1,0.431,1.1,1.3,0.793,0.7,2.7,3.3,4.7,1.5,0.1,1.5,2.3,9.8,Retired,74
Bryce Drew,Bryce Homer Drew,G,185.0,1974-09-21,"Baton Rouge, Louisiana",True,"[11, 5, 19]",1115,1999-00,72.0,5.0,1293.0,4.4,11.5,0.383,1.6,4.5,0.362,2.8,7.0,0.396,1.3,1.5,0.849,0.6,2.2,2.9,4.5,1.1,0.0,1.8,2.2,11.7,Retired,74
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1982-83,44.0,33.0,1206.0,9.5,20.0,0.474,0.0,0.1,0.0,9.5,19.9,0.477,8.8,11.7,0.755,2.9,4.1,7.0,2.9,1.0,0.2,4.0,4.5,27.8,Retired,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1984-85,19.0,16.0,463.0,8.3,20.2,0.412,0.0,0.3,0.0,8.3,19.9,0.418,7.3,9.5,0.77,2.8,3.6,6.4,2.7,1.7,0.2,3.3,5.1,23.9,Retired,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1983-84,81.0,4.0,1797.0,10.2,21.4,0.479,0.1,0.4,0.273,10.1,20.9,0.483,8.1,10.4,0.778,2.9,3.8,6.8,2.7,1.8,0.0,3.8,4.2,28.6,Retired,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1979-80,80.0,39.0,2306.0,8.4,18.5,0.453,0.0,0.1,0.0,8.4,18.3,0.455,7.6,10.1,0.757,3.2,4.2,7.4,1.6,1.4,0.4,3.7,4.9,24.3,Retired,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1980-81,67.0,33.0,2075.0,8.7,19.0,0.456,0.0,0.1,0.0,8.7,18.9,0.459,7.9,10.0,0.787,2.5,4.1,6.6,1.4,1.7,0.3,3.4,4.6,25.2,Retired,78
John Drew,John Edward Drew,F-G,205.0,1954-09-30,"Vredenburgh, Alabama",True,"[1, 29]",1116,1981-82,70.0,51.0,2040.0,8.2,16.9,0.486,0.1,0.2,0.333,8.1,16.7,0.488,6.4,8.7,0.741,3.0,3.6,6.6,1.7,1.1,0.1,3.1,4.4,22.9,Retired,78
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1982-83,75.0,74.0,2690.0,8.0,16.3,0.492,0.0,0.2,0.125,8.0,16.1,0.497,4.1,5.1,0.82,0.6,2.2,2.8,8.2,1.7,0.1,3.6,2.8,20.2,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1984-85,72.0,66.0,2373.0,6.9,13.9,0.501,0.1,0.4,0.25,6.8,13.4,0.508,2.3,2.9,0.794,0.6,1.9,2.5,7.3,1.4,0.1,2.7,2.2,16.3,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1987-88,74.0,51.0,2024.0,5.8,12.8,0.456,0.5,1.6,0.289,5.4,11.2,0.479,1.5,1.9,0.769,0.4,1.7,2.1,6.8,1.2,0.0,2.7,2.0,13.6,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1986-87,60.0,22.0,1566.0,6.8,15.7,0.432,0.3,1.7,0.167,6.5,14.0,0.463,3.2,3.8,0.837,0.6,1.8,2.4,7.5,1.4,0.0,3.5,2.5,17.0,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1989-90,80.0,3.0,1333.0,4.6,10.3,0.444,0.9,2.2,0.395,3.7,8.2,0.457,1.2,1.6,0.767,0.3,2.3,2.6,5.9,1.3,0.1,2.6,2.5,11.3,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1981-82,81.0,19.0,1973.0,6.5,13.8,0.473,0.1,0.5,0.296,6.4,13.3,0.479,2.7,3.4,0.794,0.5,2.2,2.7,7.6,2.0,0.0,3.2,2.7,15.9,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1983-84,73.0,73.0,2363.0,7.2,15.6,0.462,0.0,0.2,0.3,7.2,15.5,0.464,3.7,4.8,0.776,0.5,1.7,2.2,8.5,1.8,0.2,3.0,2.6,18.2,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1980-81,76.0,37.0,1581.0,4.5,11.0,0.407,0.1,0.4,0.235,4.4,10.6,0.413,2.4,3.0,0.797,0.5,2.2,2.7,5.7,2.0,0.2,3.8,2.8,11.5,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1985-86,75.0,31.0,1971.0,6.9,14.2,0.485,0.2,0.6,0.323,6.7,13.6,0.491,2.3,2.9,0.795,0.5,1.8,2.3,6.2,1.2,0.0,2.4,2.4,16.3,Retired,73
Larry Drew,Larry Donnell Drew Sr.,G,170.0,1958-04-02,"Kansas City, Kansas",True,"[13, 14, 9]",1117,1990-91,48.0,2.0,496.0,3.9,9.1,0.432,1.0,2.4,0.424,2.9,6.7,0.435,1.2,1.6,0.773,0.4,2.1,2.5,8.6,1.1,0.1,3.6,2.9,10.1,Retired,73
Larry Drew II,Larry Donelle Drew II,G,180.0,1990-03-05,"Los Angeles, California",True,[23],1118,2014-15,12.0,1.0,219.0,3.3,9.5,0.345,0.7,4.3,0.154,2.6,5.3,0.5,0.3,0.5,0.667,0.2,2.3,2.5,7.4,1.0,0.0,4.1,2.1,7.6,Retired,74
Larry Drew II,Larry Donelle Drew II,G,180.0,1990-03-05,"Los Angeles, California",True,[23],1118,2017-18,10.0,0.0,70.0,3.6,12.3,0.292,1.5,4.6,0.333,2.1,7.7,0.267,0.0,0.0,0.0,1.5,0.0,1.5,5.1,0.0,0.0,1.5,3.1,8.7,Retired,74
Clyde Drexler,Clyde Austin Drexler,G,210.0,1962-06-22,"New Orleans, Louisiana",True,"[25, 11]",1119,1991-92,76.0,76.0,2751.0,9.1,19.3,0.47,1.5,4.4,0.337,7.6,14.9,0.51,5.2,6.6,0.794,2.2,4.4,6.5,6.7,1.8,0.9,3.1,3.0,24.9,Retired,79
Clyde Drexler,Clyde Austin Drexler,G,210.0,1962-06-22,"New Orleans, Louisiana",True,"[25, 11]",1119,1995-96,52.0,51.0,1997.0,6.0,13.8,0.433,1.4,4.2,0.332,4.6,9.5,0.478,4.8,6.1,0.784,1.7,5.0,6.7,5.4,1.9,0.4,2.4,2.8,18.1,Retired,79
Clyde Drexler,Clyde Austin Drexler,G,210.0,1962-06-22,"New Orleans, Louisiana",True,"[25, 11]",1119,1984-85,80.0,43.0,2555.0,8.1,16.4,0.494,0.1,0.5,0.216,8.0,15.8,0.503,3.1,4.1,0.759,3.1,3.6,6.7,6.2,2.5,1.0,3.1,3.7,19.4,Retired,79
Clyde Drexler,Clyde Austin Drexler,G,210.0,1962-06-22,"New Orleans, Louisiana",True,"[25, 11]",1119,1990-91,82.0,82.0,2852.0,8.1,16.9,0.482,0.8,2.4,0.319,7.4,14.5,0.509,5.3,6.6,0.794,2.7,4.2,6.9,6.2,1.8,0.8,2.9,2.9,22.3,Retired,79
Clyde Drexler,Clyde Austin Drexler,G,210.0,1962-06-22,"New Orleans, Louisiana",True,"[25, 11]",1119,1997-98,70.0,70.0,2473.0,6.6,15.4,0.427,1.5,4.9,0.317,5.0,10.6,0.477,4.0,5.0,0.801,1.5,3.5,5.0,5.6,1.8,0.6,2.8,2.8,18.7,Retired,79
Clyde Drexler,Clyde Austin Drexler,G,210.0,1962-06-22,"New Orleans, Louisiana",True,"[25, 11]",1119,1992-93,49.0,49.0,1671.0,7.5,17.6,0.429,0.7,2.9,0.233,6.9,14.7,0.467,5.3,6.3,0.839,2.7,3.9,6.7,6.0,2.0,0.8,2.5,3.4,21.0,Retired,79
Clyde Drexler,Clyde Austin Drexler,G,210.0,1962-06-22,"New Orleans, Louisiana",True,"[25, 11]",1119,1985-86,75.0,58.0,2576.0,7.6,16.0,0.475,0.2,0.8,0.2,7.4,15.1,0.49,4.1,5.3,0.769,2.4,3.5,5.9,8.4,2.8,0.6,3.9,3.8,19.4,Retired,79
